accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.7149159908294678,0.7838157415390015,0.5537523031234741,0.8814201951026917,0.716246485710144,0.8523809313774109,0.8909334540367126,0.4010850191116333,0.9067524075508118,0.8952381014823914
0.8390756249427795,0.8929343223571777,0.4141026735305786,0.9200119972229004,0.8602240681648254,0.8952381014823914,0.950876772403717,0.26784974336624146,0.9342948794364929,0.9253968000411987
0.9117646813392639,0.9629559516906738,0.248967707157135,0.9632353186607361,0.9173669219017029,0.949999988079071,0.9740438461303711,0.15267105400562286,0.9579439163208008,0.976190447807312
0.9428571462631226,0.9787471294403076,0.1771102249622345,0.9774174690246582,0.945658266544342,0.9595237970352173,0.9769690036773682,0.14366111159324646,0.9670846462249756,0.9793650507926941
0.9611344337463379,0.9854713678359985,0.12997722625732422,0.9912917017936707,0.9565826058387756,0.9690476059913635,0.982388436794281,0.1147855594754219,0.9870967864990234,0.9714285731315613
0.9653361439704895,0.9881315231323242,0.10485003888607025,0.9919098615646362,0.9616246223449707,0.9666666388511658,0.9869878888130188,0.10934513807296753,0.990227997303009,0.9650793671607971
0.9680672287940979,0.9895976781845093,0.09957104176282883,0.9936453104019165,0.9635854363441467,0.9678571224212646,0.9913038611412048,0.10693509876728058,0.9934533834457397,0.9634920358657837
0.9701680541038513,0.9908304810523987,0.08987081050872803,0.9948036670684814,0.9652661085128784,0.9690476059913635,0.991568386554718,0.10344195365905762,0.9918566942214966,0.9666666388511658
0.9695377945899963,0.9906802773475647,0.08987396955490112,0.9947991967201233,0.9644257426261902,0.9690476059913635,0.9920370578765869,0.10836401581764221,0.9934640526771545,0.9650793671607971
0.9703781604766846,0.9912489056587219,0.08395375311374664,0.9945197701454163,0.9658263325691223,0.9690476059913635,0.9918820858001709,0.10863468796014786,0.9934640526771545,0.9650793671607971
0.9726890921592712,0.9924814105033875,0.07770273834466934,0.9959630966186523,0.967507004737854,0.9690476059913635,0.992713451385498,0.10152342915534973,0.9934640526771545,0.9650793671607971
0.9754201769828796,0.9930893778800964,0.06910905987024307,0.997407078742981,0.9697479009628296,0.973809540271759,0.9911867380142212,0.0977199524641037,0.9903225898742676,0.9746031761169434
0.9777311086654663,0.9938875436782837,0.06498359143733978,0.9982738494873047,0.9719887971878052,0.9714285731315613,0.9945275783538818,0.08686970919370651,0.9934853315353394,0.9682539701461792
0.9768907427787781,0.9943726658821106,0.06321751326322556,0.9974123239517212,0.9717086553573608,0.973809540271759,0.9858880639076233,0.09712959825992584,0.9871794581413269,0.9777777791023254
0.9785714149475098,0.9950712323188782,0.06137046962976456,0.9977037906646729,0.9736694693565369,0.973809540271759,0.9878004193305969,0.0930054783821106,0.9871794581413269,0.9777777791023254
0.9771008491516113,0.9957681894302368,0.059000786393880844,0.9979856014251709,0.9714285731315613,0.9773809313774109,0.9899204969406128,0.0901910662651062,0.9887999892234802,0.9809523820877075
0.9798319339752197,0.9958324432373047,0.054193347692489624,0.9982788562774658,0.9747899174690247,0.9797618985176086,0.9933672547340393,0.08375044912099838,0.9904000163078308,0.9825396537780762
0.9783613681793213,0.9955236911773682,0.05572003126144409,0.9982753396034241,0.9728291034698486,0.976190447807312,0.9956840872764587,0.07683765888214111,0.9872204661369324,0.9809523820877075
0.9785714149475098,0.9960237741470337,0.05775818973779678,0.997418224811554,0.9739495515823364,0.9797618985176086,0.9962546825408936,0.056904230266809464,0.9967585206031799,0.976190447807312
0.9821428656578064,0.9960363507270813,0.05038075149059296,0.9979994297027588,0.978151261806488,0.9809523820877075,0.9961564540863037,0.06514215469360352,0.9919871687889099,0.9825396537780762
0.9846638441085815,0.9965006113052368,0.04714252054691315,0.9988587498664856,0.9806722402572632,0.9726190567016602,0.9870370030403137,0.08762522786855698,0.9809825420379639,0.9825396537780762
0.9785714149475098,0.9957269430160522,0.058705203235149384,0.997418224811554,0.9739495515823364,0.9773809313774109,0.9969614744186401,0.059052903205156326,0.9951377511024475,0.9746031761169434
0.9827731251716614,0.9971224069595337,0.04487684741616249,0.9991413950920105,0.9778711199760437,0.9833333492279053,0.9965003728866577,0.05564332380890846,0.9967741966247559,0.9809523820877075
0.9825630187988281,0.9973121881484985,0.0459960475564003,0.9980005621910095,0.9787114858627319,0.9821428656578064,0.996870756149292,0.05498042702674866,0.9935794472694397,0.9825396537780762
0.9857142567634583,0.9972859621047974,0.038131233304739,0.9988604187965393,0.9820728302001953,0.9833333492279053,0.997532069683075,0.05198990926146507,0.9951768517494202,0.9825396537780762
0.9863445162773132,0.9977874755859375,0.038253940641880035,0.9982939958572388,0.9834733605384827,0.9785714149475098,0.9942630529403687,0.07510828971862793,0.9888178706169128,0.9825396537780762
0.9777311086654663,0.996850311756134,0.056130167096853256,0.9965596199035645,0.9736694693565369,0.9809523820877075,0.9974452257156372,0.052804384380578995,0.9967637658119202,0.9777777791023254
0.9871848821640015,0.9983643293380737,0.03296774998307228,0.9991465210914612,0.983753502368927,0.9845238327980042,0.9977059960365295,0.05599213019013405,0.9967793822288513,0.9825396537780762
0.9899159669876099,0.9984842538833618,0.027325326576828957,0.9994328022003174,0.9871148467063904,0.9809523820877075,0.9935184717178345,0.061615992337465286,0.9919871687889099,0.9825396537780762
0.9876050353050232,0.9979894757270813,0.03451311215758324,0.9982969164848328,0.9851540327072144,0.9797618985176086,0.9928382635116577,0.0601043738424778,0.9951534867286682,0.9777777791023254
