model,preprocessing,accuracy,precision,recall,f1_score,roc_auc
CNN,raw,0.95,0.998220640569395,0.935,0.9655765920826161,0.99293125
CNN,ghe,0.925625,1.0,0.9008333333333334,0.947829899167032,0.9923500000000001
CNN,clahe,0.92875,0.9954379562043796,0.9091666666666667,0.9503484320557491,0.9906708333333334
