preprocessing,entropy_mean,entropy_std,sobel_energy_mean,sobel_energy_std,mean_intensity,std_intensity
clahe,6.6980578784597204,0.8643076707284576,0.9035235992251264,0.2233552632426583,0.34114403,0.27802813
ghe,5.787754439101112,0.8244124179095184,0.8321534578709635,0.29809556981735225,0.45770788,0.29043972
raw,6.029596067172298,0.8492298355658288,0.5468349788047014,0.2591585674181962,0.24798703,0.21717077
