accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.451977401971817,0.42129629850387573,0.6953999400138855,0.5820895433425903,0.3611111044883728,0.7105262875556946,0.6711310148239136,0.6889989972114563,0.6857143044471741,1.0
0.5310734510421753,0.5568304061889648,0.6917970180511475,0.654321014881134,0.49074074625968933,0.7368420958518982,0.7217261791229248,0.6874064207077026,0.8500000238418579,0.7083333134651184
0.5932203531265259,0.6386875510215759,0.6850531101226807,0.7571428418159485,0.49074074625968933,0.6052631735801697,0.7827380895614624,0.6795298457145691,0.8461538553237915,0.4583333432674408
0.46327683329582214,0.6550590395927429,0.6786633729934692,0.782608687877655,0.1666666716337204,0.7105262875556946,0.7797619104385376,0.6654133796691895,0.8823529481887817,0.625
0.5875706076622009,0.6871980428695679,0.6662148237228394,0.8070175647735596,0.42592594027519226,0.7105262875556946,0.7782738208770752,0.6383009552955627,0.8823529481887817,0.625
0.5819209218025208,0.7255098819732666,0.6461732983589172,0.8399999737739563,0.3888888955116272,0.7368420958518982,0.793154776096344,0.5959226489067078,0.71875,0.9583333134651184
0.5819209218025208,0.7414788007736206,0.6319800615310669,0.8148148059844971,0.40740740299224854,0.7105262875556946,0.7827380895614624,0.6250211000442505,0.8823529481887817,0.625
0.6271186470985413,0.7526167631149292,0.6190934181213379,0.828125,0.49074074625968933,0.8421052694320679,0.793154776096344,0.5902040600776672,0.875,0.875
0.7062146663665771,0.7872382998466492,0.5905966758728027,0.8181818127632141,0.6666666865348816,0.7894737124443054,0.7916666269302368,0.574434757232666,0.8636363744735718,0.7916666865348816
0.6723163723945618,0.7794551849365234,0.5875422358512878,0.8571428656578064,0.5555555820465088,0.7368420958518982,0.8095238208770752,0.5523797869682312,0.71875,0.9583333134651184
0.6892655491828918,0.7422168850898743,0.6044196486473083,0.8192771077156067,0.6296296119689941,0.8157894611358643,0.796130895614624,0.5707329511642456,0.8695651888847351,0.8333333134651184
0.6779661178588867,0.7738862037658691,0.5765056014060974,0.800000011920929,0.6296296119689941,0.8157894611358643,0.7961309552192688,0.573293149471283,0.8695651888847351,0.8333333134651184
0.6553672552108765,0.7471148371696472,0.6052159070968628,0.797468364238739,0.5833333134651184,0.8157894611358643,0.7991070747375488,0.5761256217956543,0.9047619104385376,0.7916666865348816
0.6384180784225464,0.7642243504524231,0.6116729378700256,0.8548387289047241,0.49074074625968933,0.7631579041481018,0.8080357313156128,0.5644624829292297,0.7586206793785095,0.9166666865348816
0.7457627058029175,0.7603328227996826,0.6039367318153381,0.7647058963775635,0.8425925970077515,0.8157894611358643,0.808035671710968,0.560236930847168,0.8695651888847351,0.8333333134651184
0.6610169410705566,0.7726784348487854,0.5945241451263428,0.8333333134651184,0.5555555820465088,0.8157894611358643,0.8080357313156128,0.559481143951416,0.8695651888847351,0.8333333134651184
0.6384180784225464,0.7769726514816284,0.595187246799469,0.8333333134651184,0.5092592835426331,0.8157894611358643,0.8110119104385376,0.5622069835662842,0.8695651888847351,0.8333333134651184
0.700564980506897,0.7909286022186279,0.5706810355186462,0.8235294222831726,0.6481481194496155,0.7894737124443054,0.8080357313156128,0.5715577602386475,0.8999999761581421,0.75
0.6723163723945618,0.7801932692527771,0.6044824719429016,0.8472222089767456,0.5648148059844971,0.8157894611358643,0.8125,0.5514078736305237,0.8695651888847351,0.8333333134651184
0.6384180784225464,0.7519457936286926,0.5933372974395752,0.7972972989082336,0.5462962985038757,0.8157894611358643,0.8184523582458496,0.5499507188796997,0.8695651888847351,0.8333333134651184
0.6610169410705566,0.7747584581375122,0.581864595413208,0.8157894611358643,0.5740740895271301,0.7894737124443054,0.8214285373687744,0.5705820322036743,0.8999999761581421,0.75
0.6779661178588867,0.7949544191360474,0.5555506348609924,0.7931034564971924,0.6388888955116272,0.8421052694320679,0.8288689851760864,0.5440078377723694,0.8214285969734192,0.9583333134651184
0.7175140976905823,0.772141695022583,0.5801566243171692,0.8222222328186035,0.6851851940155029,0.8157894611358643,0.8229166865348816,0.5472676157951355,0.8695651888847351,0.8333333134651184
0.7062146663665771,0.7967659831047058,0.5599865913391113,0.8333333134651184,0.6481481194496155,0.8421052694320679,0.8288690447807312,0.5397219657897949,0.8214285969734192,0.9583333134651184
0.7514124512672424,0.7839506268501282,0.5696414709091187,0.8265306353569031,0.75,0.8421052694320679,0.8288690447807312,0.5483081340789795,0.9090909361839294,0.8333333134651184
