model,preprocessing,accuracy,precision,recall,f1_score,roc_auc
HOG + SVM,raw,0.8157894736842105,0.7857142857142857,0.9565217391304348,0.8627450980392157,0.863768115942029
HOG + SVM,ghe,0.8157894736842105,0.7857142857142857,0.9565217391304348,0.8627450980392157,0.855072463768116
HOG + SVM,clahe,0.8157894736842105,0.7857142857142857,0.9565217391304348,0.8627450980392157,0.8666666666666667
