preprocessing,label,class_name,entropy,sobel_edge_energy,mean_intensity,std_intensity
raw,1,tumor,7.196961687467779,0.9820316985728248,0.37171465,0.26433247
raw,1,tumor,7.343448664334687,0.5529818793377567,0.36569035,0.22597285
raw,1,tumor,6.4799573066795,0.6673542373896884,0.3648253,0.31403065
raw,1,tumor,6.560893920913168,0.7649707292347411,0.29431823,0.25774884
raw,1,tumor,6.851334927517956,0.36729288807651195,0.32546005,0.18592507
raw,1,tumor,7.123375754611066,0.8144226855494427,0.3245371,0.21701115
raw,1,tumor,6.78974439898035,0.49438802890388844,0.2689628,0.18816477
raw,0,no_tumor,4.796705830734195,0.603615339365916,0.16646442,0.20906739
raw,1,tumor,5.067250992835769,0.6412526984562879,0.21392989,0.27501097
raw,1,tumor,6.252928078676112,0.2237529209182002,0.3647839,0.1535996
raw,1,tumor,6.251727487994821,0.5841524286709898,0.25547856,0.2373358
raw,1,tumor,7.175656708589091,0.8139795119086639,0.43993807,0.2753648
raw,1,tumor,6.232267088711994,0.22671949062935642,0.23693489,0.2390494
raw,1,tumor,5.164798406712005,0.39341776374818505,0.17567378,0.18671654
raw,0,no_tumor,5.402599671290636,0.1889361575130108,0.12564674,0.12815599
raw,1,tumor,5.985104889755262,0.6477643912839368,0.19902417,0.20027053
raw,0,no_tumor,5.173611366453826,0.3050877380142685,0.119333796,0.1427121
raw,1,tumor,5.17386298614888,1.0246155758892863,0.17807785,0.22971886
raw,0,no_tumor,5.458403455672261,0.7460722733850611,0.19827929,0.21760872
raw,1,tumor,5.900031381504564,0.47421217895804924,0.23435277,0.19298717
raw,0,no_tumor,5.452250805373922,0.19234739443068702,0.12618792,0.12823144
raw,1,tumor,5.149841949997148,0.9164371021729909,0.22214642,0.26962093
raw,0,no_tumor,6.344886714205776,0.20828354019622528,0.24622563,0.17028147
raw,1,tumor,5.985050149681871,0.524432561007997,0.24985999,0.24384417
raw,1,tumor,7.388323554981309,0.8810288373649221,0.37015,0.2660888
raw,1,tumor,6.159560685995282,0.6730023941087409,0.21225826,0.22084424
